"","core","TMA.set","Kcross.Cancer2lympho","Kcross.lympho2Cancer","Kcross.Cancer2Stromal","Kcross.Stromal2Cancer","Kcross.Lympho2Stromal","Kcross.Stromal2Lympho","cancer ratio","stromal ratio","lymphocytes ratio","lymphocyte.dens","cancer.dens","stroma.dens","cancer.to.lympho.avgCount","lympho.to.cancer.avgCount","cancer.to.stroma.avgCount","stroma.to.cancer.avgCount","stroma.to.lympho.avgCount","lympho.to.stroma.avgCount","ShannonH","DoC_TL_max","DoC_SL_max","DoC_TL_min","DoC_SL_min","DoC_TL_mean","DoC_SL_mean","DoC_TL_Std","DoC_SL_Std","DoC_LT_max","DoC_ST_max","DoC_LT_min","DoC_ST_min","DoC_LT_mean","DoC_ST_mean","DoC_LT_Std","DoC_ST_Std","DoC_TS_max","DoC_LS_max","DoC_TS_min","DoC_LS_min","DoC_TS_mean","DoC_LS_mean","DoC_TS_Std","DoC_LS_Std","localized_TL","localized_SL","localized_LT","localized_ST","localized_TS","localized_LS"
"int50","G-3","963","9677.4426810767","1278.4060551096","8721.03990492248","314.947168606406","9722.27346236538","1347.38238391666","0.548317823908375","0.159627773801002","0.292054402290623","3188.07460756841","5985.45379754265","1742.50156246999","54.4325980392157","28.992819843342","47.780269058296","13.9099216710183","14.4227941176471","26.3878923766816","1.3612516982626","0.945478262014472","0.941546981438657","-0.84982635117281","-0.663871771795825","0.0580089238119763","0.0293825054390475","0.455925344159347","0.393392233619493","0.94828383549226","0.924126763986079","-0.780687861898901","-0.872591225108183","0.0459027416402668","0.0188466841252629","0.423378692812903","0.393767648855474","0.913993326272323","0.927451966746462","-0.911645660361405","-0.742118342016597","0.029622330983908","0.00872522795172351","0.463552060365176","0.445492547809641","0.0355828220858896","0.0134969325153374","0.0261267145656434","0.0261267145656434","0.0337078651685393","0.0471910112359551"
"int51","E-1","963","7802.00412893633","-594.787718715295","8478.17945301405","99.9053177475889","10112.9727450601","1756.1345978601","0.257302921168467","0.0601840736294518","0.682513005202081","33012.6228587121","12445.5420369089","2911.05679992396","111.960952157598","296.98133748056","112.708776595745","26.3623639191291","26.7412054409006","303.253989361702","1.11775961545841","0.935931712268351","0.967753011172613","-0.92677150150537","-0.914486773048095","-0.0396000336596388","0.105299373879625","0.491305359875805","0.432295232869539","0.933353644040211","0.954313585052267","-0.940704207564004","-0.843861498332564","-0.0226501691815084","0.0132853615921774","0.509012415017859","0.40904249320708","0.936499493216552","0.966444978508159","-0.855304950177156","-0.881029939887799","0.0528452053664315","0.169277274460145","0.463242777046913","0.508053944368021","0.0188812008912865","0.0262694968922247","0.0280024891101431","0.0127566894835096","0.0266311584553928","0.0798934753661784"
"int52","L-8","963","7705.22558543039","-659.32929036361","8943.77874479652","572.526958619739","10953.825216705","2513.46783723438","0.516043956043956","0.0819047619047619","0.402051282051282","11672.6089082055","14982.1168275145","2377.91121708706","129.743075801749","101.083475298126","138.202146690519","21.934980124929","21.2696793002915","104.407871198569","1.30862725467842","0.946987198099482","0.922734905173397","-0.923950063937395","-0.847639765036346","-0.168285576988821","0.107176087433543","0.490134466084108","0.429380796404038","0.949424068295474","0.935727753995396","-0.940749156008984","-0.930977912823972","-0.193575807511575","-0.0440251504348356","0.489093292876044","0.414285961368617","0.951418930983565","0.945659995985158","-0.89542456072509","-0.868355470857912","-0.0200445583343728","0.0953211978260303","0.489394440500193","0.502937003900789","0.018957345971564","0.02916514764856","0.0127804600965635","0.00823629650667424","0.0268817204301075","0.0609318996415771"
"int53","A-3","963","6967.25869599765","-1424.39493119164","7887.48329722031","-506.843706045631","10028.6706150811","1667.11954651322","0.71897629203452","0.0560460271798433","0.224977680785636","8596.42368960741","27472.1688281634","2141.52530186428","260.247795414462","81.4370860927152","253.145132743363","19.7333057395143","21.6402116402116","86.8672566371681","1.0502345812449","0.941527516236317","0.954973120470871","-0.927251922784615","-0.839847061566662","-0.134077209241503","0.0552175635996082","0.462278123931018","0.412072578722313","0.946454882869035","0.954851168223996","-0.927251922784615","-0.92049423864784","-0.11134005949509","-0.0219137213722605","0.409252527669626","0.369077390427669","0.937749356255805","0.969226450627153","-0.893425680912186","-0.860777829456174","0.0617506218364734","0.0129702688681554","0.487567315247976","0.484293691527392","0.00882223202470225","0.0242611380679312","0.00344970332551401","0.00703739478404857","0.0460992907801418","0.0478723404255319"
"int54","E-2","963","7414.82119740231","-969.241236426606","8523.75504915917","199.441151284107","10757.5866992959","2430.31514835762","0.728291758762236","0.0500473634354279","0.221660877802337","5587.59664870054","18358.6775929171","1261.58699261971","160.090455840456","48.7251246477347","161.703470031546","11.112941686538","11.3326210826211","50.192429022082","1.02570504383464","0.932966354528441","0.951878586726715","-0.930878830235709","-0.763976712359796","-0.0267264531770316","0.0466249285672007","0.481966807858744","0.390944192329755","0.926315165575073","0.931643894614969","-0.933699675175817","-0.904353141754112","-0.0541149767542456","0.00500041241654881","0.41717686704979","0.365864182345899","0.934611858714646","0.929774017040911","-0.87348030622766","-0.850088603993629","0.150337592893767","0.0467067932721344","0.510980237773771","0.486155610368016","0.0171062009978617","0.0178189593727726","0.00628794449262793","0.0127927146574154","0.0537974683544304","0.0316455696202532"
"int55","K-5","963","7608.10259419843","-793.171155588636","9284.27898719895","896.7690793777","11420.4276170547","3018.94351542633","0.422043377438276","0.0538807802482608","0.524075842313463","14694.6040360309","11833.7076750337","1510.7674633608","113.494794377928","140.932449903038","112.835443037975","14.4053005817712","14.5426861009891","141.448101265823","1.23490372209765","0.93910733238037","0.952693768664781","-0.926931317901939","-0.834778101706529","-0.126446740757562","0.0954271921948464","0.479947057241534","0.428840267706963","0.924839151037596","0.919938260509768","-0.929644658763248","-0.850642663314635","-0.11047492813651","0.0351665300006632","0.481399822037905","0.387630447637776","0.923018365879568","0.927182265982782","-0.852489309373227","-0.85861042648197","0.140944488951741","0.211710399998921","0.482232146447802","0.49993775155857","0.0164019786513929","0.0166623275188753","0.0181053992887165","0.0119624959586162","0.0279187817258883","0.0761421319796954"
"int56","B-6","963","5522.58054748224","-2832.16023526786","6592.41196881363","-1819.44496233325","11022.2152855118","2616.3898988658","0.719712689545092","0.0448523543495611","0.235434956105347","6004.99041321364","18356.9503546985","1144.00156346646","157.214915254237","51.4302506098913","146.473309608541","9.12818806830783","9.14033898305085","47.9786476868327","1.01734361078016","0.923871946776578","0.95673774081166","-0.907789103335007","-0.803408240782825","-0.188608141176043","0.0365739866939163","0.489034895897768","0.417993240007416","0.911197051631044","0.930619945067664","-0.915814336995378","-0.897863260830709","-0.148545099480558","-0.0780470056849485","0.409920629490511","0.345069717561667","0.929747110675526","0.953881807256998","-0.879067153410535","-0.871493684916962","-0.0225994868387249","0.106847309293068","0.556646537816582","0.512514179784067","0.0149253731343284","0.0278154681139756","0.00488021295474712","0.0368234250221828","0.0571428571428571","0.0607142857142857"
"int57","H-9","963","7604.75694243296","-794.206959468451","6379.54859470669","-2005.52409849458","4620.71513432736","-3759.6913347033","0.505977893074667","0.219264606361381","0.274757500563952","5006.9264793056","9220.47298282632","3995.67531846063","83.2159277504105","45.1876950512706","85.1872427983539","36.916183682568","37.752052545156","47.3065843621399","1.47618477705524","0.890373576111739","0.933154225216298","-0.872463247643894","-0.891721266624267","-0.042695695881868","-0.10238611449958","0.459212385175449","0.400586780197057","0.889875473687665","0.922132640536819","-0.837465295882544","-0.838538763452889","-0.00819917399796637","-0.0711472369463198","0.414683076340848","0.391959418207431","0.917045093203418","0.940053721943052","-0.833983259851496","-0.888917111697776","-0.0886754855303804","-0.149269807474595","0.428023417709528","0.396008226218463","0.00821692686935086","0.0057518488085456","0.00892060660124889","0.00356824264049955","0.00411946446961895","0.00308959835221421"
"int58","K-2","963","7434.35305158771","-945.22408427504","8224.52945709415","-154.1659528521","10231.2379720862","1881.87351521329","0.557234567901235","0.0646913580246914","0.378074074074074","14055.1127788922","20715.5032127768","2404.93700892748","198.271943573668","134.522332506203","192.859541984733","22.389400921659","24.2037617554859","141.451908396947","1.22930840121206","0.941649330683839","0.959721905505679","-0.921556256932159","-0.799197902268969","-0.0493869666102863","0.0711588317771148","0.506533170837164","0.430046241015208","0.935166464174788","0.94098868892465","-0.919520412046711","-0.918115826170243","-0.0338234707526521","0.0239222249798623","0.453541248651491","0.381084941446809","0.949491598764331","0.945482708094615","-0.911220265762823","-0.883582872369762","0.0868077468234403","0.123040135317608","0.497764856730482","0.486460306901829","0.0237784165142409","0.0243010190749935","0.0134727885126751","0.00975004431838327","0.0489296636085627","0.0611620795107034"
"int59","B-8","963","6065.03977754922","-2323.53649845644","8948.13413719856","587.193131884575","9220.81246717949","792.426341407234","0.627115269759108","0.0575353374477404","0.315349392793151","6939.0856223549","13799.3179990012","1266.03266720995","114.640782828283","57.647619047619","114.076124567474","10.4663492063492","10.7518939393939","58.9307958477509","1.16668403693094","0.907046067480484","0.925061429965432","-0.887697456224423","-0.808444218805278","-0.116282552041165","-0.00697406013550832","0.447824281554774","0.374908044715849","0.902513528372995","0.905164072299974","-0.888256108586999","-0.839807821042968","-0.0926204854209216","0.0179680802094971","0.408587254751485","0.350662068709789","0.896551622402505","0.898395818889957","-0.806365157541135","-0.772051231463561","0.0858227813296724","0.0537524761349321","0.457112717980886","0.470188675679663","0.00568540745420088","0.0391661402400505","0.00476341695776437","0.00793902826294062","0.0208333333333333","0.0208333333333333"
"int60","D-1","963","6888.71341302618","-1495.01481946731","7040.49638625979","-1290.04713967437","9474.9249993863","1188.00264986283","0.80531453362256","0.0330802603036876","0.161605206073753","3523.72623048542","17559.5082290968","721.299664629565","155.413870246085","31.1890011223345","154.431693989071","6.34343434343434","7.45525727069351","36.4262295081967","0.832970831814724","0.906784124049305","0.882434150724246","-0.878342308231091","-0.686015028538782","-0.010517293848146","-0.0218814586823068","0.427308088899882","0.359466725420784","0.893892730405611","0.944088748030167","-0.87929355596156","-0.885205668085405","-0.0369633124924452","-0.0480805598585753","0.376697355099728","0.310794212782676","0.949725098764675","0.892429957391435","-0.857456274101537","-0.685340118093188","0.00372551062747328","0.114570868435027","0.475444790382103","0.451677936725917","0.00895856662933931","0.0548712206047032","0.00157162101481814","0.0718455321059722","0.0274725274725275","0.032967032967033"
"int61","L-6","963","5689.82051313773","-2685.98398131743","6872.09696807293","-1518.96701624985","9529.42606490676","1148.5303262558","0.655095915437818","0.0762103614772282","0.268693723084954","8626.64138729669","21032.4136785961","2446.79872276895","181.521126760563","74.4525896414343","177.78595890411","20.6832669322709","20.1359883438562","70.9931506849315","1.1744354334642","0.924152340210933","0.949043965543086","-0.922076817865045","-0.816577880699151","-0.15984382203302","0.0790219760669653","0.479837786977802","0.429912455641646","0.93145039462554","0.912234673855176","-0.939038925049882","-0.915492891345784","-0.160975631292853","-0.0540528676363328","0.427036245676653","0.392818244137621","0.919403793800529","0.949043965543086","-0.901490350454463","-0.822190099810485","-0.0679272890267639","0.0694021507058899","0.517814970221336","0.471791508580934","0.0136054421768707","0.0228377065111759","0.00637577206614864","0.00239091452480574","0.0274442538593482","0.0360205831903945"
"int62","E-3","963","7249.72345520218","-1154.40582770683","7208.89479035488","-1143.4033981473","11341.6159342329","2978.63885264602","0.633859440142942","0.0745979749851102","0.291542584871948","7673.4769762146","16683.3460100846","1963.43818441446","143.484678243105","65.9955367629786","129.01996007984","15.1841672539347","17.4315628192033","68.125748502994","1.17414800139552","0.930045994161469","0.95387483413577","-0.923049440168424","-0.818160316184561","0.030829184448965","0.126902783920813","0.477673442742101","0.419928320938707","0.93603005308692","0.941893858733611","-0.920252320652762","-0.865128858200841","-0.0325188598669056","-0.00503333568716662","0.437775356143019","0.370448105964303","0.934405660857049","0.947266224152256","-0.901490350454471","-0.762654069809509","0.0243075664389169","0.128521824999035","0.479845125455517","0.466239857355824","0.0235053653551354","0.0439448134900358","0.0115131578947368","0.0145676691729323","0.026","0.068"
"int63","I-2","963","7076.96961648087","-1287.57484207835","8076.92242991237","-291.949330763786","9769.83891886508","1396.17365897962","0.70734642178594","0.02102596580114","0.27162761241292","16732.152861673","43572.258174872","1295.19112848576","379.029610631849","145.553317217298","371.451807228916","11.0418121586534","10.888085800886","140.656626506024","0.970613967196146","0.948499469010777","0.943082033845149","-0.940367866115034","-0.881761045723059","-0.235457725756986","0.0646029029737906","0.514303986468534","0.388379688968452","0.944130387252172","0.933717822684506","-0.939901664242424","-0.911637989387597","-0.220807326694215","-0.0311774115993933","0.466121032545055","0.369194726372984","0.913846032722583","0.958319581971405","-0.928615950324953","-0.861487086446041","0.0876648830290531","0.145907438756638","0.508766908356624","0.511076344522809","0.0261194029850746","0.013759328358209","0.0162070200573066","0.00501432664756447","0.0574018126888218","0.0725075528700906"
"int64","I-3","963","6534.45170269854","-1759.08180911998","6991.6446410853","-1390.95280507783","19612.6353334102","11149.3152955384","0.915478351050039","0.0251490795955406","0.0593725693544205","1817.60334776345","28026.0149386582","769.901854729496","254.61135371179","16.5128858680261","233.015463917526","6.4011611441518","8.09170305676856","19.1030927835052","0.486748402386307","0.93434194199269","0.91828963894107","-0.91406007668773","-0.602252042143954","-0.159821091330128","0.107469573115788","0.560975767840893","0.436377100386558","0.918776662371328","0.937408643539734","-0.90568939247367","-0.930894772710669","-0.0578619379607517","-0.0546433972052509","0.366660374838832","0.327066780308246","0.924138874036834","0.915179178938281","-0.928124252553792","-0.627270544882178","-0.0860853201864338","0.144733983614132","0.569996922828983","0.469445735667541","0.0350109409190372","0.0568927789934354","0.0188358589434924","0.0328565359014304","0.0518134715025907","0.0518134715025907"
"int65","B-7","963","6787.05713080964","-1630.64828918225","8557.16938253911","238.277242047217","8589.49934304634","260.429374007461","0.252687224669604","0.0893392070484581","0.657973568281938","15182.5036452435","5830.66690607371","2061.47009859092","51.5160685591859","134.140864714086","50.4280078895464","17.8277545327755","17.9244777718265","132.009861932939","1.18192034685396","0.93123388550272","0.955404059158931","-0.902372090026964","-0.84267017844662","-0.144408188093654","0.0330053019149554","0.441021320046787","0.414651449142961","0.919386498504999","0.89598679162492","-0.901231481140737","-0.800236430322064","-0.112874433281143","0.0130265058758362","0.464498221160914","0.387164713040441","0.926250097962085","0.941144297081932","-0.878831079728695","-0.859497632472371","0.055083074947311","-0.0271512480988274","0.441814060272046","0.503861809897126","0.00964371818912403","0.01607286364854","0.0111653872993719","0.0174459176552687","0.0158102766798419","0.0395256916996047"
"int66","A-2","963","5738.09225718537","-2649.01583594459","7213.12650238723","-1181.66051861618","12088.7514590375","3745.98443461693","0.653207091803583","0.0383365821962313","0.308456326000186","11882.8626700588","25163.9195333144","1476.86496621555","216.804393620223","102.377717777462","205.951573849879","12.0879636208612","18.7408967800181","150.789346246973","1.05750397630731","0.930765956118722","0.916678502017921","-0.937937190812533","-0.851077416094826","-0.214748589741965","-0.0417652824299091","0.474539594963015","0.386046977864813","0.928772638755968","0.930997387820999","-0.943696921353478","-0.912848264598059","-0.121029525093218","-0.0134457734243519","0.422837081119227","0.33648482895152","0.912327961979391","0.925088396531847","-0.851557830821505","-0.87671096643602","0.0413479695731882","0.0181536808906638","0.481705873806311","0.472977402793","0.0114388922335942","0.0159542444310656","0.00667993177942012","0.0268618533257533","0.0194174757281553","0.029126213592233"
"int67","J-4","963","7331.70237426541","-1021.99601720156","5095.98813986429","-3264.74159704434","5810.35788461211","-2494.8766423121","0.690579601617493","0.102141680395387","0.20727871798712","5459.33243400887","18188.57070319","2690.22017340611","155.299132947977","46.6135328562134","165.461876832845","24.4732162220776","23.0946531791908","46.866568914956","1.16998615517201","0.916030381630193","0.897490456332851","-0.921097224372619","-0.827799441182147","0.00591864873639686","-0.0646936074952983","0.465102527967938","0.401327285925904","0.920257354517076","0.899812354923818","-0.906121541965684","-0.91092828668544","-0.0113562875931059","-0.141955319509538","0.428705082924744","0.371450072251423","0.90106829521171","0.884914993023027","-0.923110652537436","-0.793745635194823","-0.258629727047106","-0.097887830724999","0.470583706906115","0.430776678172727","0.0202458423716558","0.00867678958785249","0.00737527114967462","0.00607375271149675","0.0117474302496329","0.0146842878120411"
"int68","A-4","963","5850.81192784989","-2533.40480086303","7380.16867092962","-993.276962651893","11386.014567284","2995.54701396925","0.758714462299135","0.0186650185414091","0.222620519159456","7590.96105115443","25870.8045152615","636.443708342209","197.917823431427","58.0728250244379","204.920529801325","5.04138155751059","5.52359800111049","65.8807947019868","0.862378384057301","0.91405034453007","0.972856999927179","-0.939496517565244","-0.868676075947562","-0.232449823256426","-0.0223165216228867","0.487427404013371","0.379467247715609","0.922142293656143","0.891331030731328","-0.925626153218494","-0.940956334735011","-0.157306368181099","-0.0657675660050451","0.41495961260616","0.31333353797694","0.894368753932482","0.972856999927179","-0.924103385456175","-0.865864826510838","-0.0478373345580722","0.142728312521304","0.545275326412603","0.531721688183758","0.0138888888888889","0.0466666666666667","0.00586605833469122","0.045787844223562","0.0466666666666667","0.0933333333333333"
"int69","L-3","963","4564.47614565742","-3796.4688053329","7229.97005417407","-1099.38407586196","13545.5936129332","5146.96941753232","0.702364035654308","0.055031649657667","0.242604314688025","7426.74303264848","21501.1724539456","1684.66056012154","164.892438764643","56.9560419348906","177.43896713615","13.9027036968917","19.8796592119276","87.6431924882629","0.979129426473138","0.939698202210951","0.914973307691614","-0.894441132742748","-0.827542581352758","-0.0723095966926904","0.0493478783091043","0.4680092522584","0.41364156308836","0.932160448286194","0.941824637913882","-0.90592248830622","-0.882736671896008","-0.0898951511358634","-0.0204361494970004","0.401177604339891","0.378826276140385","0.926249016830926","0.924871166941654","-0.883748408574866","-0.778710355287925","0.0421819636553027","0.0586930412601106","0.52987237585326","0.461057920236516","0.0175812466702184","0.0138518913159297","0.0228108903605592","0.032560706401766","0.0776470588235294","0.0282352941176471"
"int70","G-2","963","8930.14545113582","551.965574995615","8511.61826564581","121.945581343098","9580.3122163642","1117.15528423405","0.895768247656916","0.0380573700653224","0.066174382277762","908.507544210081","12297.9948259167","522.489317271033","109.763948497854","8.10875079264426","100.761194029851","4.28091312618897","4.2274678111588","7.35074626865672","0.57016545842937","0.943265763171564","0.852645046890192","-0.837247176306068","-0.508301883354328","0.0684485940286737","-0.093232231735826","0.524379939672565","0.339906464625584","0.929353288788503","0.944706807283934","-0.867157435360574","-0.848760340588799","-0.01703615121701","-0.0230903934244814","0.376066448043466","0.353254447030524","0.922962512720448","0.84414692349926","-0.864446330614717","-0.706741581899085","0.158566388792016","-0.0213393848697936","0.56041868967793","0.422870252600578","0.0560344827586207","0.103448275862069","0.0593085949888995","0.120202981287663","0.105263157894737","0.075187969924812"
"int71","E-10","963","10474.6158961167","2158.85778705109","8671.91677259444","299.928398964497","11916.9410851863","3624.5715715976","0.759240956710812","0.0620676022929433","0.178691440996244","3541.72804229382","15048.426338994","1230.20199699144","160.703539823009","37.8227024212445","147.936305732484","12.0937255922937","11.8462389380531","34.1050955414013","0.989371443592118","0.936333385211001","0.940502234564438","-0.918623483172389","-0.694733443880548","0.013351037582821","0.0287705499917318","0.530654281697172","0.404965730892534","0.95063841909305","0.95634467081652","-0.927592854354751","-0.930632062368997","-0.00428383384338547","-0.0549477810305741","0.467658536993395","0.397312829785803","0.959767945349053","0.940048504693856","-0.922247989735042","-0.716943623077236","-0.015316774620679","0.0653737287694971","0.538667132106301","0.486982908517109","0.0564784053156146","0.0276854928017719","0.02109375","0.0229166666666667","0.0670926517571885","0.0319488817891374"
"int72","F-7","963","6652.83450771862","-1722.54065686984","7687.78405178047","-690.046768838736","10771.2805153771","2411.01637279289","0.651634192331867","0.0886235072281584","0.259742300439975","6176.97991760264","15496.6338283715","2107.57209529818","140.535995160315","56.0176030865686","140.622340425532","19.1249095731854","21.2994555353902","62.427304964539","1.1873332989605","0.922799743892","0.968895411104394","-0.936450542875907","-0.830039666013739","-0.12328219281214","0.0357199687319863","0.486351364396653","0.422811280782674","0.911173025044764","0.903156068415564","-0.939246629114741","-0.873025308179905","-0.0815106155236796","0.0140191612668134","0.412460032234981","0.376652429931597","0.917296385240131","0.968895411104394","-0.866393546989782","-0.833676843428977","0.0156043256482928","0.0103983264971798","0.472815952923744","0.47229891576541","0.0151331719128329","0.0193704600484262","0.00627110467920888","0.00771828268210323","0.0284191829484902","0.0319715808170515"
"int73","H-1","963","7762.96373021021","-621.033189633235","7125.08300474263","-1269.3591572553","5448.23696911131","-2931.83956924829","0.528001464128843","0.249633967789165","0.222364568081991","4797.19958487514","11390.8813188188","5385.49813478987","97.5711934156379","41.0915077989601","104.477272727273","49.3961871750433","46.1012345679012","41.0645161290323","1.45080142773527","0.951125008008887","0.901964671277674","-0.893797145900041","-0.873352172828051","0.000309873656443549","-0.0909598811426233","0.479043663114087","0.416039283954282","0.926352378571265","0.8911629594412","-0.872722560874999","-0.878032469602914","0.0246074032548492","-0.0714208663366891","0.420181238746839","0.408514048164865","0.891192376807899","0.876356841493765","-0.885191198113292","-0.841169796807531","-0.109313628885072","-0.12796926613594","0.454385956934285","0.382713607080562","0.0197693574958814","0.0057660626029654","0.0104022191400832","0.00416088765603329","0.00586940572267058","0.000733675715333822"
"int74","H-4","963","6509.84890239278","-1782.2181192734","7670.05017065164","-762.036650219517","15627.4450562519","6831.90863185399","0.84191866527633","0.0479666319082377","0.110114702815433","2070.86696989201","15833.5037072993","902.082202793868","136.922348484848","17.9081000743126","135.447826086957","7.71686896210057","7.98674242424242","18.3347826086957","0.768224047206896","0.907151020614799","0.881293684434945","-0.920957457130376","-0.639379510341877","-0.101710417042838","0.0654740740361327","0.499718198236024","0.402257032189585","0.913309385878748","0.933472453517975","-0.89529894976156","-0.815391300995114","-0.0833991148160566","-0.0519356569386109","0.36797976506015","0.340934091401371","0.94465176433855","0.866283035218939","-0.850369130098102","-0.632334548157017","0.0339828429144222","0.0845927505850771","0.48841594375671","0.434114115043201","0.0170777988614801","0.0417457305502846","0.00718533201189296","0.022794846382557","0.0349344978165939","0.0218340611353712"
"int75","E-5","963","7333.80344150611","-1047.92918738693","8666.33182888571","295.148491207096","8740.68024970486","379.299756075816","0.216669046599077","0.018373078204579","0.764957875196344","60948.0069495721","17263.1029577781","1463.87472357257","158.09420695663","558.144551845343","161","13.652460456942","13.2065832866654","549.826424870466","0.878282038015406","0.94490231119727","0.965552809961205","-0.932540150123337","-0.914129407631042","-0.115697155387774","0.0302921439576646","0.493513386608282","0.390832610316968","0.943933888133362","0.905103126199794","-0.942275000559671","-0.859527053510277","-0.118365884397143","-0.00240675802961787","0.506623175050332","0.362224633158228","0.899493550479341","0.956982814606519","-0.852460321758015","-0.933640868255189","0.0489454452215587","0.188616670445825","0.479904926016335","0.51010989651219","0.0126944617299315","0.00833851897946484","0.021313996923753","0.00439463854098","0.025974025974026","0.0857142857142857"
"int76","J-3","963","6707.01683094283","-1656.73888170927","5699.31858138222","-2684.76317561115","8058.93444426358","-307.36117937969","0.634872417982989","0.0789793438639125","0.286148238153098","7010.74834955195","15554.6327500675","1935.02608374045","139.402866242038","62.8320574162679","125.567307692308","15.6210526315789","17.0812101910828","61.8865384615385","1.19130575606775","0.935491324821694","0.956430433245229","-0.903129167241802","-0.815328170364127","-0.0753801341993346","-0.0104398100021342","0.487555939850892","0.400581384833093","0.926373689802849","0.931084728522028","-0.890260950475472","-0.9064154749213","-0.0708132127876942","-0.0697074797053027","0.437744501495192","0.374769991129495","0.910566483799669","0.962140465682514","-0.918562757318137","-0.880863488696752","-0.129127281513284","-0.0189238274356822","0.479735437574149","0.473601605572062","0.0169941582580988","0.01805629314923","0.0105288346494377","0.0067001675041876","0.0154142581888247","0.0308285163776493"
"int77","K-3","963","7071.77837430965","-1312.58409044689","8129.19177020562","-246.997131665412","11051.9654377539","2671.9101747314","0.582721128416103","0.0326182779900088","0.384660593593888","14693.8445508407","22259.6590865676","1246.00209713011","197.145148968678","130.138174483106","200.963963963964","11.249621785174","11.5676088617265","136.414414414414","1.13261089110032","0.931140886823233","0.95507390507865","-0.927927670229552","-0.804858052852364","-0.110911851542184","0.0807210381419286","0.487953235515622","0.399739614773138","0.929251696855009","0.93443448203718","-0.946984580066198","-0.846700606858221","-0.0803643842569728","-0.014161811100242","0.446997664231437","0.341804490144558","0.941347692707223","0.951676025653161","-0.896689529403441","-0.866913009384908","0.0201889024730737","0.135529858864899","0.471177353675721","0.500412830602602","0.0168110035659705","0.0267447784004075","0.00874243443174176","0.0225285810356422","0.0331325301204819","0.0813253012048193"
"int78","E-9","963","7065.69276240293","-1308.37874576455","8743.47847662412","386.177207090652","8814.69321283256","443.560771390701","0.19478862004786","0.019090667375698","0.786120712576442","57446.0080508032","14234.2371298175","1395.0562734383","128.382872218088","518.116844116844","128.562674094708","12.6000546000546","12.2607048636948","504.863509749304","0.837733054984456","0.939579397918326","0.957038059947628","-0.943581092063556","-0.930714109668524","-0.153043379577721","0.0073404670174404","0.476311042147879","0.386199818619619","0.937108011241946","0.937691584580215","-0.941284615526653","-0.918939643864877","-0.162153653086781","-0.00175223269842611","0.512700693458597","0.37502757655454","0.937691584580215","0.948467569858545","-0.88764448571468","-0.933379526904729","0.0426292353383207","0.10403274704806","0.486634194672979","0.507220582536544","0.0107563252604519","0.0104857258828305","0.0207536865101038","0.00955761878754779","0.0251396648044693","0.058659217877095"
"int79","F-6","963","6458.11519923923","-1933.39618379087","8903.23446690186","525.838688378019","9834.41638063616","1479.56085336173","0.589450697127499","0.10129346547959","0.309255837392911","7087.57969247455","13509.1347859279","2321.4614636405","123.855513307985","64.9814762040467","125.179104477612","21.5109717868339","21.3291689299294","65.1194029850746","1.2841999883006","0.925647708828092","0.905401709824203","-0.880325294811373","-0.761541025944606","-0.0709966406141598","0.0371136351065821","0.465336636376539","0.400949004543714","0.935734184362993","0.913735069262447","-0.889736495234631","-0.891619966196922","-0.0739780590556998","0.0263814305681033","0.428357451192424","0.380858091140888","0.907240653225996","0.900385391003736","-0.892308713582055","-0.784979347845392","0.0538322349206395","0.0311941786442902","0.457375022312719","0.43432759014042","0.0119565217391304","0.0108695652173913","0.00741163055872292","0.0128278221208666","0.0299003322259136","0.0166112956810631"
"int80","H-8","963","5264.5287342245","-3098.0175684311","7172.71600336605","-1227.91890716115","10105.0177399789","1706.51903021793","0.556202418271384","0.0726974175250037","0.371100164203612","9573.31554840538","14348.4206489777","1875.38401933766","112.67940466613","75.1806226516372","112.090349075975","14.6505636070853","19.0217216411907","97.1006160164271","1.20930150681704","0.894717667187612","0.951391747971598","-0.900405874535988","-0.877092605920961","-0.186263173680195","-0.0223252867625521","0.43863346090868","0.410982962617511","0.883256775248954","0.907125023270047","-0.901415316941301","-0.831537591405017","-0.111648896642992","-0.0204958050047699","0.406794681080761","0.35305743507981","0.921330714535247","0.95384725370467","-0.869729237547056","-0.90462248562879","0.0361636661776251","-0.0407633591161767","0.488126114995603","0.498943454626481","0.00321931589537223","0.013682092555332","0.00241610738255034","0.00832214765100671","0.0246913580246914","0.0390946502057613"
"int81","D-4","963","8791.65338252299","400.011310421534","7537.74970219028","-845.028676061069","11863.8910283494","3462.29661534261","0.742629854936827","0.158009670878178","0.0993604741849945","2470.72990213621","18466.4757677716","3929.11992286339","161.199372056515","21.5679479101029","170.517275419546","36.2808233564377","36.4191522762951","22.9012833168806","1.04869213656033","0.946500332011409","0.946449548319061","-0.923614602756211","-0.817918648184735","0.0286038088487778","0.0658009738463355","0.549977407832475","0.495274726914579","0.943708295633794","0.929823363593601","-0.912385245883795","-0.912346675092752","-0.0321627260105708","-0.0493121486017694","0.392509927847625","0.419463316636363","0.928438751800636","0.961367650552928","-0.889218085808482","-0.859752067244697","-0.0891711319175271","-0.0139049022858045","0.511239990559617","0.429663675549077","0.050314465408805","0.0487421383647799","0.0298319327731092","0.0224789915966387","0.0296442687747036","0.0444664031620553"
